plane_id,plane_type,registration,job_id,source,distance_nm,pay_per_hour,xp_per_hour,balance_score,pay,xp,FlightHrs,Speed,MinAp,route,legs_count
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,559d0d4d-2fda-40bb-aee2-d6b40d13c28f,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,2014.91,2054404.66,35.78,1.206118,5741253.00,100.00,2.79,721,2,"KMLT, KTHA, KMLT",2
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,557d1602-44d4-4472-af38-295e773ea2b9,fbo:00da4e6a-6c9e-4014-af64-9170f918527f,2116.74,1266384.53,35.76,0.812017,3717892.50,105.00,2.94,721,5,"KADW, KOAK",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,20ba7e44-9205-4fde-9baa-e8d7d078d0ac,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,2419.14,521323.74,35.76,0.439486,1749174.00,120.00,3.36,721,4,"KBGR, KDTW, KVLD, KBGR",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,d7b87fcd-f568-45a7-8f6c-27e16f75e988,fbo:75f4d131-6831-47a1-8cbc-5656e3a4b1dc,1391.16,1382039.85,35.76,0.869824,2666622.00,69.00,1.93,721,5,"KEWR, KDEN",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,9f349fff-39d2-4b7e-8be2-b2ebd198b7e1,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,2338.79,1586769.22,35.76,0.972187,5147173.50,116.00,3.24,721,2,"KMLT, KTHA, CYAM, KMLT",3
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,ebb7e868-cb5d-4fb1-af6a-b5b39bd9bf45,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,1211.78,544812.79,35.70,0.450904,915663.00,60.00,1.68,721,4,"KDTW, KBGR",2
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,cf3977d7-4927-4302-82a6-19167efc5aa0,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,1939.17,1746154.35,35.69,1.051545,4696387.50,96.00,2.69,721,2,"KMLT, M21, KMLT",2
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,1a229128-417c-4e32-a02a-b358786417d8,fbo:10f9a696-2a4a-4230-af78-d57ca89be883,1051.77,455711.58,35.65,0.406089,664776.00,52.00,1.46,721,4,"KJAX, KBGR",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,4c1c0129-2bf5-43eb-b299-653de7c534c0,fbo:10f9a696-2a4a-4230-af78-d57ca89be883,1255.36,471496.28,35.61,0.413792,820942.50,62.00,1.74,721,4,"KJAX, KDEN",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,748f1fba-c60e-4de9-afca-ba53ad8c2b65,fbo:10f9a696-2a4a-4230-af78-d57ca89be883,751.83,1744153.54,35.48,1.049491,1818726.00,37.00,1.04,721,4,"KJAX, KORD",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,f5295fba-b042-410a-a73a-7575e26d2405,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,1158.23,655052.14,35.48,0.504939,1052289.00,57.00,1.61,721,2,"KMLT, KMEM",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,8188a37d-ca45-4862-a785-f3ef7ac8d7f5,fbo:75f4d131-6831-47a1-8cbc-5656e3a4b1dc,874.04,1686642.51,35.47,1.020675,2044654.50,43.00,1.21,721,5,"KEWR, KMSP",1
88dca12f-f25b-492a-834d-02fb3661c4b8,Rockwell B-1 Lancer,,a7d3b607-1b3c-41c8-9ac8-374da77e4b31,fbo:2a48908d-14c7-4d83-aad6-7b366f3037c3,792.87,1746368.11,35.46,1.050508,1920450.00,39.00,1.10,721,5,"KMIA, KSDF",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,225d99e7-7169-485b-a499-bfcc7293b1c9,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,3662.48,682066.84,36.03,0.521162,3464706.00,183.00,5.08,721,5,"KBGR, KPBI, KDFW, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,e9f2da3c-8ba4-4024-8d28-af48e4e4224a,fbo:93dd4df8-9061-4348-8cd7-8dcc95c2602f,3622.98,354710.56,36.02,0.357457,1782396.00,181.00,5.02,721,5,"ESGG, KMSP",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,a147e3af-c720-4450-b95d-da5a70cec2e6,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,6065.01,567855.03,36.02,0.464029,4776765.00,303.00,8.41,721,4,"KBGR, EDSB, KBGR",2
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,65405429-bc99-4ac6-bdad-d4a98eb4263c,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,2662.38,294442.33,36.02,0.327310,1087264.50,133.00,3.69,721,4,"KBGR, KTUL, KBGR",2
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,98e01f3d-a090-4f57-a9bd-2b7412a28e0e,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,2722.56,212970.09,36.02,0.286565,804195.00,136.00,3.78,721,5,"KBGR, CYUL, KICT, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,a4af802c-9332-464a-a630-0c02779dc2b2,fbo:883bbd19-9d64-465d-9711-bbd4c26ddc66,820.88,135329.19,36.01,0.247721,154077.00,41.00,1.14,721,5,"KMEM, KEWR",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,6919eb9a-ff58-4a1c-8675-34742cb5730d,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,6247.89,604757.99,36.00,0.482401,5240581.50,312.00,8.67,721,4,"KBGR, KVLD, SPYL, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,98a43280-e6cd-44b6-a9f0-06301a2ebf4f,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,6247.91,1460052.53,36.00,0.910048,12652258.50,312.00,8.67,721,2,"KMLT, EDAH, EDAZ, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,4afee09a-ae41-4246-87e8-930894c3e957,fbo:f250cfaa-5fa7-486e-9bdf-f48b2b826bb4,4365.80,284817.18,36.00,0.322419,1724625.00,218.00,6.06,721,5,"EINN, KOAK",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,cf55a469-ee6c-4965-89ab-e956c9d33622,fbo:f250cfaa-5fa7-486e-9bdf-f48b2b826bb4,4365.80,358153.48,36.00,0.359087,2168691.00,218.00,6.06,721,5,"EINN, KOAK",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,450412bb-e126-4eb7-aa8c-597987651b95,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4826.56,699728.24,36.00,0.529869,4684165.50,241.00,6.69,721,4,"KBGR, KSDM, KACY, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,6c25edfa-dff6-4ba0-a063-b02465723cfc,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,5006.94,1293194.52,36.00,0.826598,8980503.00,250.00,6.94,721,2,"KMLT, KRDG, KSFO, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,98c57f15-6a17-4224-9bc2-98ceb98680d1,fbo:93dd4df8-9061-4348-8cd7-8dcc95c2602f,4105.74,749756.31,36.00,0.554876,4269489.00,205.00,5.69,721,5,"ESGG, KSEA",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,11354050-03c2-4b62-8bde-20e6bb14fe5a,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4366.17,766926.96,36.00,0.563459,4644286.50,218.00,6.06,721,4,"KBGR, SVBM, KBWI, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,3b804ebc-5ac1-4b10-97d7-7bfb9588288e,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,3585.53,1577986.50,35.99,0.968965,7847322.00,179.00,4.97,721,2,"KMLT, KIKK, 24N, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,a08c13fe-2a80-49db-bf36-0d58ebc191e9,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,5989.28,1310965.69,35.99,0.835454,10890064.50,299.00,8.31,721,2,"KMLT, EIDL, EKCH, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,967bd8b9-d1cb-4a11-ac5b-2ddfd2b5ccbf,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,5629.00,1431522.24,35.99,0.895723,11176189.50,281.00,7.81,721,2,"KMLT, KGKT, KMLT, KEDE, KMLT, KABR, KMLT",6
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,a987bc73-e83e-433e-8a42-b05615d3d0ee,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4587.40,423099.14,35.99,0.391509,2691990.00,229.00,6.36,721,4,"KBGR, SVMC, SVCU, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,a1e3f4a3-01fe-4a96-ae33-9d9c2c17216c,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4307.06,765809.41,35.99,0.562859,4574734.50,215.00,5.97,721,4,"KBGR, KAFW, KPIH, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,d15feae5-4fb7-481a-9642-84d60874a690,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5229.18,688274.69,35.99,0.524071,4991836.50,261.00,7.25,721,4,"KBGR, KEUG, KJAN, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,3394af66-c0d4-418a-afdc-c73908c850c1,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,6391.42,351735.49,35.99,0.355796,3118017.00,319.00,8.86,721,4,"KBGR, LIME, LFBL, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,194aa84a-eae0-4faa-ac24-9228d27e666b,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5931.39,390897.49,35.98,0.375353,3215761.50,296.00,8.23,721,4,"KBGR, KSLC, KNUW, KLBF, KIDA, KBGR",5
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,26fd7bfd-d489-4c62-9890-dab1124d1dc0,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4929.52,362324.06,35.98,0.361064,2477233.50,246.00,6.84,721,4,"KBGR, KNJW, KSDM, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,79a6831f-8e5b-4f9e-be5a-f47769f1fcd9,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,5811.30,1151868.20,35.98,0.755834,9284121.00,290.00,8.06,721,2,"KMLT, 3GV, SKRG, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,1f6c1dab-4434-4d41-964f-61a30932e74d,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,6011.88,477406.55,35.98,0.418597,3980739.00,300.00,8.34,721,4,"KBGR, LFMP, KBGR",2
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,6ba1a597-5598-4e55-ac85-684df3ce2e8c,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,3747.56,534430.06,35.98,0.447102,2777817.00,187.00,5.20,721,4,"KBGR, KMSO, KDLH, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,0abc30dc-30bd-404a-88c9-b1658b894d6e,fbo:2a48908d-14c7-4d83-aad6-7b366f3037c3,2364.77,405744.27,35.98,0.382758,1330780.50,118.00,3.28,721,5,"KMIA, KSEA",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,f118389e-e505-42e1-95a0-32998136db4a,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,1984.02,831235.06,35.98,0.595502,2287362.00,99.00,2.75,721,4,"KBGR, KELM, TXKF, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,699ff0d9-68d0-41cc-940a-aeeca7630392,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5952.79,655872.95,35.97,0.507799,5415081.00,297.00,8.26,721,4,"KBGR, LFOB, EHGG, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,593d34e3-ba41-4eb1-8b07-3989029423ff,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,3848.40,596737.13,35.97,0.478225,3185133.00,192.00,5.34,721,4,"KBGR, KELM, KSLC, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,8ef2becf-cdf8-4b21-98fb-020fac5a77b1,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,3488.22,335813.69,35.97,0.347732,1624675.50,174.00,4.84,721,4,"KBGR, KSAT, KEGI, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,32218459-6616-46d8-baae-72ba1a2440b4,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,6215.13,446159.34,35.96,0.402891,3845961.00,310.00,8.62,721,4,"KBGR, LFLL, EDRB, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,4081f9b9-d16c-4280-a56a-d5f01c8a0b5b,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,6175.75,406952.73,35.96,0.383267,3485769.00,308.00,8.57,721,4,"KBGR, BGSF, EFIV, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,130fc2d1-acae-4364-94cc-a664b1d85222,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4170.77,542609.04,35.96,0.451089,3138828.00,208.00,5.78,721,4,"KBGR, MDPC, KDEC, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,58256498-df73-43ca-b652-d248dc24df8e,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,6075.92,741270.22,35.96,0.550413,6246733.50,303.00,8.43,721,4,"KBGR, EFKT, KBGR",2
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,d5f067da-5d3d-4fcd-bb6f-7a54520309cb,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5855.48,555599.52,35.95,0.457573,4512207.00,292.00,8.12,721,4,"KBGR, KTYS, KBGR, SVMG, KBGR",4
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,d77be0c7-5cc6-42cf-b9b5-7da3d3802fc1,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5875.99,518141.17,35.95,0.438830,4222732.50,293.00,8.15,721,4,"KBGR, SBEG, KPSM, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,816d0d92-5e7d-4139-8dc0-498d6c8c0f5b,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4352.20,340035.89,35.95,0.349763,2052571.50,217.00,6.04,721,4,"KBGR, KRFD, MMZC, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,79a0ce5e-dbd6-47aa-a07e-441dea092c3e,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4733.35,661979.25,35.95,0.510731,4345876.50,236.00,6.56,721,4,"KBGR, MMTJ, KCVG, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,244a0589-7133-4ed6-80fd-f0de86ea5c32,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5736.25,803069.54,35.95,0.581274,6389187.00,286.00,7.96,721,5,"KBGR, LFPG, EGCC, EINN, KBGR",4
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,70d245d4-4f92-4977-a7a9-323f83e34606,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4111.90,744553.94,35.95,0.552005,4246231.50,205.00,5.70,721,5,"KBGR, SVMI, KBGR",2
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,fe667b26-22da-48a1-ab02-f0607a60f42e,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,5837.46,1521768.85,35.94,0.940595,12320763.00,291.00,8.10,721,2,"KMLT, EHRD, LFRZ, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,23e187d5-e00f-4e5a-948a-6bdff7e1858d,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,4333.00,1188733.35,35.94,0.774076,7143937.50,216.00,6.01,721,2,"KMLT, KAOO, MMPB, KBML, KMLT",4
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,28523d1f-8bb5-4494-9604-2c15eb649611,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,4574.22,1438185.82,35.94,0.898782,9124248.00,228.00,6.34,721,2,"KMLT, TFFR, MUPB, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,ad0e916e-4898-47d3-a498-e19b61c07eb0,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,3751.89,1405156.71,35.94,0.882257,7312053.00,187.00,5.20,721,2,"KMLT, 57FA, KETN, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,66e397c1-89f9-4dfd-8baa-439cc84270b1,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,3531.21,519520.51,35.94,0.439438,2544433.50,176.00,4.90,721,5,"KBGR, KJFK, MMMD, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,9cd6d7f4-91d8-4181-b8d3-d4c48abec8a6,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,5136.43,1305130.58,35.93,0.832239,9297802.50,256.00,7.12,721,2,"KMLT, KEAT, L71, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,ecb890e6-b9c3-4bd8-9273-a831402d8ce4,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,4434.25,1161499.29,35.93,0.760420,7143381.00,221.00,6.15,721,2,"KMLT, KSEZ, KHRJ, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,1e57cfe4-0a36-4c18-a4cb-bb1eeb6c16a5,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5638.16,639216.08,35.93,0.499277,4998619.50,281.00,7.82,721,5,"KBGR, SEMT, MUCU, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,be9a5824-03a4-4c65-908c-668491382c65,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,3912.85,1560497.94,35.93,0.959907,8468775.00,195.00,5.43,721,2,"KMLT, WY33, KJER, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,75d7ca00-fabb-4560-bf46-103d155025a7,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,4053.51,1675391.43,35.93,1.017345,9419172.00,202.00,5.62,721,2,"KMLT, U55, KDMO, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,a2531d4e-4838-43d1-8634-aad125534e1b,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,682.29,79112.92,35.93,0.219202,74865.00,34.00,0.95,721,5,"KBGR, KEWR, KBGR",2
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,40c95f25-e1de-4179-8018-674b108f4b19,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,3491.79,1506335.56,35.93,0.932809,7295148.00,174.00,4.84,721,2,"KMLT, KMDD, KMLT",2
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,96f150b4-1b02-412f-95cd-c6b8c5a89cc8,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4455.23,637797.73,35.93,0.498533,3941101.50,222.00,6.18,721,4,"KBGR, MMBT, KBGR",2
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,6929fd95-2ed3-4bc3-85a2-3a7c4b9000bf,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5298.43,294341.27,35.92,0.326794,2163031.50,264.00,7.35,721,4,"KBGR, KLVS, MDPP, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,4a74f690-ae68-4b6c-95ff-0755b95a6aac,fbo:10f9a696-2a4a-4230-af78-d57ca89be883,1866.79,926411.83,35.92,0.642801,2398630.50,93.00,2.59,721,4,"KJAX, KLAX",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,a0f3e49e-2bfb-40b4-ae1c-395e6333e73a,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,5259.60,1253652.45,35.92,0.806404,9145237.50,262.00,7.29,721,2,"KMLT, LPBG, KMLT",2
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,2a031677-652f-4b22-8169-9a475be3bb13,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5962.23,823043.50,35.92,0.591100,6806068.50,297.00,8.27,721,4,"KBGR, ENKB, ENEV, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,8d030b25-7a88-4738-a65a-49df926eb14b,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5902.44,249086.86,35.91,0.304108,2039142.00,294.00,8.19,721,4,"KBGR, BIKF, ESOK, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,adf947ee-baaf-45b7-9911-ed844d813e97,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5059.27,556657.14,35.91,0.457892,3906073.50,252.00,7.02,721,5,"KBGR, KBHM, KSEA, KBGR",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,c6d41f32-ff93-4f01-bba1-1bc4061ca7fe,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4938.81,959382.45,35.91,0.659255,6571719.00,246.00,6.85,721,4,"KBGR, KSFB, KMMT, MNMG, KNFE, KBGR",5
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,3ec9d425-af81-4318-bb1e-d552329f57db,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,2911.16,453080.98,35.91,0.406099,1829394.00,145.00,4.04,721,2,"KMLT, ESGG",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,60c1ce76-f1c4-4315-866d-6d7f41e0433a,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,2911.16,321146.90,35.91,0.340132,1296687.00,145.00,4.04,721,2,"KMLT, ESGG",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,21d36e4e-4418-48b9-b185-c9795750e55d,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,3352.93,1648193.34,35.91,1.003652,7664737.50,167.00,4.65,721,2,"KMLT, KRST, KTAD, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,78053002-a287-4dfd-84bb-3cf48aace3e2,fbo:f250cfaa-5fa7-486e-9bdf-f48b2b826bb4,3172.70,110256.28,35.91,0.234657,485173.50,158.00,4.40,721,5,"EINN, KMSP",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,295bec58-1488-49bb-aeb0-9a8ee7215ad8,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,5642.87,786335.68,35.90,0.572687,6154218.00,281.00,7.83,721,4,"KBGR, KMBS, KOMA, KCEF, KPNA, KBGR",5
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,db60efe1-0500-44e2-8e10-149ab85eb311,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,3012.78,1351245.09,35.90,0.855108,5646333.00,150.00,4.18,721,2,"KMLT, 04A, MYBG, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,7b706ecc-4aa0-4e28-8932-bacbcce31320,fbo:e11f0ba9-9f21-488b-9c59-8abfea9df870,1305.55,475117.55,35.90,0.417043,860317.50,65.00,1.81,721,5,"KMSP, KMIA",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,6634ac0b-ee68-4302-96fa-14f8ffc365db,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,4418.88,397485.30,35.90,0.378223,2436115.50,220.00,6.13,721,5,"KNFL, KBGR, KNFL",2
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,7cbe6f99-517c-4ee6-a0b2-22dc90c225bb,fbo:00da4e6a-6c9e-4014-af64-9170f918527f,2932.62,731140.62,35.89,0.545045,2973862.50,146.00,4.07,721,5,"KADW, PANC",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,0b508f1f-fe58-43e7-8e46-18ac0a957fcc,fbo:6f4c9051-c208-49c7-981c-4e39290a09b4,4761.48,1371566.19,35.89,0.865220,9057814.50,237.00,6.60,721,2,"KMLT, KSNA, KPPA, KMLT",3
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,c0809ea0-fd85-4c80-8fbe-1ae996c3deb2,fbo:934886a9-1d08-42f9-bff7-0f8700f577e9,2432.15,762852.21,35.87,0.560776,2573329.50,121.00,3.37,721,5,"KBGR, KPBI, KBGR",2
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,b32a23b9-e1a2-4772-a2d8-ffd9808bc77c,fbo:93dd4df8-9061-4348-8cd7-8dcc95c2602f,4000.18,590145.40,35.87,0.474413,3274183.50,199.00,5.55,721,4,"ESGG, KJAX",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,cd426c9a-bafa-4cb9-8f7e-3183034e4c49,fbo:f250cfaa-5fa7-486e-9bdf-f48b2b826bb4,3116.08,909428.52,35.86,0.634034,3930444.00,155.00,4.32,721,5,"EINN, KCVG",1
c770c9fc-515b-47f4-aa61-1911735e8e0a,Rockwell B-1 Lancer,,07d5b66d-f928-42bd-ab8c-6efb9d5748ba,fbo:75f4d131-6831-47a1-8cbc-5656e3a4b1dc,945.11,1094842.78,35.85,0.726696,1435161.00,47.00,1.31,721,5,"KEWR, KMIA",1
